Necalli,0.407,0.457,0.451,0.457,0.46,0.46,0.483,0.509,0.46,0.486,0.483,0.471,0.516,0.51,0.505,0.468,0.482,0.5,0.495,0.485,0.516,0.496,0.500,0.496,0.506,0.521,0.511,0.506,0.515,0.516,0.497,0.5,0.504,0.516,0.533,0.53,0.518,0.506,0.538,0.545,0.49,0.562
Lucia,0.406,0.451,0.46,0.448,0.462,0.464,0.459,0.475,0.488,0.48,0.457,0.466,0.47,0.481,0.501,0.484,0.503,0.486,0.5,0.5,0.509,0.494,0.504,0.500,0.511,0.525,0.495,0.505,0.504,0.497,0.495,0.518,0.521,0.524,0.52,0.528,0.525,0.523,0.54,0.567,0.542,0.537
Karin,0.406,0.444,0.456,0.44,0.461,0.456,0.473,0.471,0.46,0.453,0.462,0.467,0.42,0.527,0.47,0.471,0.472,0.498,0.502,0.492,0.498,0.509,0.494,0.489,0.500,0.497,0.491,0.51,0.5,0.523,0.492,0.513,0.527,0.528,0.515,0.532,0.505,0.507,0.52,0.504,0.52,0.545
Poison,0.393,0.413,0.42,0.421,0.428,0.415,0.444,0.459,0.502,0.421,0.481,0.5,0.453,0.518,0.426,0.488,0.572,0.528,0.467,0.489,0.451,0.544,0.479,0.475,0.503,0.500,0.49,0.512,0.484,0.483,0.505,0.508,0.529,0.507,0.526,0.519,0.513,0.549,0.462,0.55,0.518,0.54
G,0.421,0.422,0.456,0.425,0.473,0.449,0.456,0.451,0.455,0.446,0.488,0.456,0.463,0.459,0.439,0.46,0.529,0.457,0.506,0.494,0.501,0.508,0.489,0.505,0.509,0.51,0.500,0.5,0.536,0.523,0.519,0.528,0.517,0.5,0.515,0.51,0.553,0.532,0.531,0.563,0.535,0.524
Ken,0.452,0.454,0.479,0.455,0.466,0.473,0.488,0.475,0.467,0.487,0.478,0.457,0.488,0.446,0.512,0.469,0.486,0.464,0.487,0.516,0.489,0.481,0.494,0.495,0.49,0.488,0.501,0.500,0.512,0.496,0.497,0.513,0.51,0.527,0.527,0.516,0.514,0.5,0.552,0.512,0.523,0.536
Ibuki,0.431,0.457,0.451,0.439,0.434,0.458,0.437,0.5,0.46,0.453,0.441,0.466,0.444,0.496,0.428,0.456,0.456,0.488,0.513,0.487,0.481,0.505,0.485,0.496,0.5,0.516,0.464,0.488,0.500,0.493,0.53,0.494,0.505,0.513,0.525,0.514,0.508,0.506,0.519,0.532,0.507,0.549
Kage,0.44,0.446,0.442,0.454,0.454,0.452,0.464,0.467,0.446,0.453,0.45,0.45,0.477,0.474,0.488,0.467,0.459,0.485,0.467,0.504,0.493,0.491,0.484,0.503,0.477,0.517,0.477,0.505,0.507,0.500,0.49,0.496,0.514,0.513,0.517,0.529,0.517,0.488,0.539,0.54,0.523,0.544
Kolin,0.414,0.435,0.46,0.433,0.452,0.446,0.478,0.51,0.497,0.421,0.44,0.462,0.458,0.489,0.466,0.48,0.461,0.48,0.497,0.479,0.483,0.487,0.503,0.505,0.508,0.495,0.481,0.503,0.47,0.51,0.500,0.496,0.509,0.524,0.49,0.496,0.532,0.529,0.516,0.547,0.522,0.523
Juri,0.402,0.448,0.424,0.434,0.431,0.432,0.447,0.485,0.474,0.438,0.45,0.468,0.463,0.481,0.465,0.453,0.473,0.472,0.481,0.492,0.496,0.499,0.5,0.482,0.487,0.492,0.472,0.487,0.506,0.504,0.504,0.500,0.512,0.488,0.519,0.523,0.533,0.515,0.518,0.551,0.52,0.532
Akuma,0.447,0.437,0.451,0.448,0.441,0.464,0.47,0.423,0.444,0.463,0.46,0.453,0.463,0.453,0.478,0.47,0.444,0.477,0.454,0.491,0.481,0.486,0.496,0.479,0.473,0.471,0.483,0.49,0.495,0.486,0.491,0.488,0.500,0.474,0.517,0.51,0.492,0.484,0.506,0.501,0.521,0.521
R.Mika,0.413,0.442,0.47,0.434,0.443,0.458,0.469,0.484,0.473,0.454,0.423,0.423,0.451,0.465,0.438,0.461,0.429,0.464,0.476,0.468,0.48,0.471,0.484,0.476,0.472,0.493,0.5,0.473,0.487,0.487,0.476,0.512,0.526,0.500,0.526,0.515,0.492,0.502,0.501,0.522,0.5,0.528
ChunLi,0.418,0.434,0.451,0.434,0.434,0.436,0.487,0.415,0.434,0.453,0.443,0.475,0.442,0.476,0.456,0.457,0.446,0.475,0.497,0.467,0.473,0.482,0.467,0.48,0.485,0.474,0.485,0.473,0.475,0.483,0.51,0.481,0.483,0.474,0.500,0.498,0.493,0.511,0.517,0.476,0.519,0.526
Sakura,0.426,0.425,0.428,0.429,0.422,0.461,0.456,0.419,0.44,0.465,0.456,0.45,0.463,0.451,0.498,0.452,0.48,0.447,0.458,0.49,0.47,0.466,0.47,0.472,0.468,0.481,0.49,0.484,0.486,0.471,0.504,0.477,0.49,0.485,0.502,0.500,0.494,0.487,0.516,0.501,0.5,0.506
Cammy,0.367,0.43,0.434,0.426,0.431,0.434,0.463,0.472,0.432,0.441,0.428,0.427,0.506,0.453,0.432,0.429,0.442,0.455,0.443,0.475,0.49,0.489,0.482,0.475,0.495,0.488,0.447,0.486,0.492,0.483,0.468,0.467,0.508,0.508,0.507,0.506,0.500,0.471,0.534,0.492,0.496,0.507
Seth,0.372,0.398,0.401,0.407,0.43,0.418,0.42,0.425,0.465,0.407,0.431,0.419,0.411,0.461,0.421,0.448,0.437,0.437,0.464,0.479,0.468,0.482,0.494,0.477,0.493,0.451,0.468,0.501,0.494,0.512,0.471,0.485,0.516,0.498,0.489,0.513,0.529,0.500,0.529,0.451,0.513,0.495
Rashid,0.387,0.437,0.438,0.418,0.444,0.463,0.447,0.521,0.458,0.476,0.395,0.457,0.473,0.434,0.472,0.431,0.467,0.48,0.472,0.44,0.487,0.46,0.462,0.46,0.48,0.538,0.469,0.448,0.481,0.461,0.484,0.482,0.494,0.499,0.483,0.484,0.466,0.471,0.500,0.587,0.468,0.545
Menat,0.356,0.417,0.373,0.381,0.376,0.397,0.413,0.414,0.434,0.444,0.427,0.501,0.488,0.453,0.41,0.437,0.546,0.484,0.413,0.426,0.424,0.509,0.455,0.433,0.496,0.45,0.437,0.488,0.468,0.46,0.453,0.449,0.499,0.478,0.524,0.5,0.508,0.549,0.413,0.500,0.483,0.474
Dan,0.385,0.405,0.443,0.445,0.451,0.439,0.427,0.435,0.433,0.427,0.425,0.403,0.425,0.454,0.439,0.444,0.427,0.434,0.446,0.482,0.462,0.454,0.51,0.458,0.48,0.482,0.465,0.477,0.493,0.477,0.478,0.48,0.479,0.5,0.481,0.5,0.504,0.487,0.532,0.517,0.500,0.498
Rose,0.354,0.388,0.373,0.379,0.395,0.388,0.394,0.423,0.438,0.42,0.426,0.421,0.411,0.419,0.412,0.439,0.443,0.462,0.436,0.423,0.429,0.455,0.438,0.463,0.455,0.46,0.476,0.464,0.451,0.456,0.477,0.468,0.479,0.472,0.474,0.494,0.493,0.505,0.455,0.526,0.502,0.500
