Necalli,0.443,0.449,0.503,0.471,0.524,0.497,0.517,0.466,0.468,0.487,0.493,0.491,0.507,0.500,0.491,0.503,0.529,0.495,0.503,0.491,0.518,0.505,0.525,0.513,0.522,0.516,0.488,0.495,0.514,0.513,0.51,0.539,0.536,0.54
Zangief,0.497,0.43,0.498,0.481,0.324,0.479,0.482,0.437,0.548,0.408,0.485,0.486,0.519,0.509,0.500,0.515,0.452,0.523,0.535,0.521,0.519,0.561,0.507,0.521,0.511,0.526,0.434,0.476,0.561,0.515,0.434,0.549,0.518,0.471
Zeku,0.455,0.451,0.463,0.461,0.509,0.441,0.487,0.452,0.471,0.474,0.505,0.493,0.488,0.497,0.485,0.500,0.517,0.511,0.485,0.484,0.505,0.485,0.508,0.505,0.509,0.497,0.507,0.508,0.524,0.528,0.55,0.543,0.525,0.538
Nash,0.428,0.461,0.452,0.46,0.457,0.447,0.48,0.488,0.45,0.498,0.486,0.499,0.463,0.471,0.548,0.483,0.500,0.466,0.486,0.488,0.502,0.458,0.496,0.526,0.516,0.497,0.55,0.527,0.523,0.512,0.541,0.494,0.528,0.565
Karin,0.44,0.461,0.436,0.462,0.463,0.459,0.517,0.448,0.465,0.465,0.473,0.479,0.483,0.505,0.477,0.489,0.534,0.500,0.514,0.49,0.493,0.498,0.505,0.514,0.508,0.516,0.499,0.501,0.517,0.523,0.505,0.515,0.535,0.534
R.Mika,0.486,0.455,0.458,0.486,0.495,0.483,0.486,0.477,0.507,0.463,0.488,0.472,0.495,0.497,0.465,0.515,0.514,0.486,0.500,0.489,0.505,0.486,0.497,0.497,0.492,0.52,0.501,0.532,0.529,0.505,0.549,0.506,0.526,0.518
Kolin,0.461,0.432,0.455,0.466,0.518,0.488,0.478,0.436,0.451,0.461,0.5,0.46,0.466,0.509,0.479,0.516,0.512,0.51,0.511,0.500,0.477,0.496,0.51,0.503,0.505,0.518,0.524,0.516,0.497,0.526,0.558,0.549,0.515,0.521
ChunLi,0.459,0.449,0.436,0.451,0.416,0.502,0.491,0.463,0.467,0.46,0.494,0.483,0.481,0.482,0.481,0.496,0.498,0.507,0.495,0.523,0.500,0.493,0.505,0.517,0.494,0.495,0.487,0.503,0.497,0.505,0.461,0.508,0.516,0.523
Laura,0.508,0.454,0.488,0.503,0.516,0.531,0.492,0.486,0.505,0.472,0.51,0.461,0.477,0.495,0.439,0.515,0.542,0.502,0.514,0.504,0.507,0.500,0.516,0.474,0.463,0.484,0.48,0.532,0.483,0.514,0.546,0.483,0.471,0.505
Rashid,0.472,0.463,0.474,0.462,0.541,0.476,0.444,0.503,0.445,0.502,0.51,0.466,0.505,0.475,0.493,0.492,0.504,0.495,0.503,0.49,0.495,0.484,0.500,0.486,0.487,0.512,0.514,0.509,0.499,0.497,0.549,0.483,0.516,0.524
Ryu,0.427,0.453,0.442,0.452,0.426,0.462,0.46,0.451,0.462,0.487,0.483,0.511,0.483,0.487,0.479,0.495,0.474,0.486,0.503,0.497,0.483,0.526,0.514,0.500,0.518,0.495,0.497,0.488,0.506,0.515,0.495,0.503,0.535,0.509
Ken,0.451,0.452,0.476,0.455,0.46,0.48,0.451,0.485,0.466,0.507,0.492,0.5,0.487,0.478,0.489,0.491,0.484,0.492,0.508,0.495,0.506,0.537,0.513,0.482,0.500,0.513,0.496,0.5,0.499,0.484,0.509,0.503,0.527,0.488
Juri,0.413,0.442,0.453,0.436,0.482,0.433,0.485,0.45,0.46,0.466,0.467,0.477,0.496,0.484,0.474,0.503,0.503,0.484,0.48,0.482,0.505,0.516,0.488,0.505,0.488,0.500,0.52,0.496,0.502,0.492,0.503,0.523,0.537,0.511
Falke,0.373,0.439,0.412,0.446,0.413,0.43,0.427,0.468,0.405,0.494,0.485,0.478,0.484,0.512,0.566,0.493,0.45,0.501,0.499,0.476,0.513,0.52,0.486,0.503,0.504,0.48,0.500,0.48,0.499,0.52,0.519,0.545,0.51,0.542
G,0.421,0.407,0.428,0.447,0.442,0.437,0.449,0.453,0.438,0.433,0.449,0.471,0.485,0.505,0.525,0.492,0.473,0.499,0.468,0.484,0.497,0.468,0.491,0.512,0.5,0.505,0.52,0.500,0.505,0.488,0.518,0.537,0.499,0.512
Akuma,0.423,0.458,0.471,0.437,0.429,0.463,0.451,0.468,0.472,0.487,0.476,0.486,0.492,0.486,0.439,0.476,0.477,0.483,0.471,0.503,0.503,0.517,0.501,0.494,0.501,0.498,0.501,0.495,0.500,0.514,0.494,0.49,0.521,0.513
Cody,0.408,0.418,0.416,0.443,0.436,0.475,0.451,0.433,0.453,0.442,0.473,0.468,0.491,0.487,0.485,0.472,0.488,0.477,0.495,0.474,0.495,0.486,0.503,0.485,0.516,0.508,0.48,0.513,0.486,0.500,0.491,0.523,0.525,0.494
Menat,0.379,0.43,0.483,0.402,0.452,0.405,0.467,0.464,0.415,0.426,0.418,0.443,0.482,0.49,0.566,0.45,0.459,0.495,0.451,0.442,0.539,0.454,0.451,0.505,0.491,0.497,0.481,0.482,0.506,0.509,0.500,0.527,0.482,0.531
Cammy,0.421,0.436,0.458,0.444,0.483,0.455,0.462,0.45,0.464,0.415,0.468,0.458,0.473,0.461,0.451,0.457,0.506,0.485,0.494,0.451,0.492,0.517,0.517,0.497,0.497,0.477,0.455,0.463,0.51,0.477,0.473,0.500,0.514,0.478
Sakura,0.438,0.424,0.44,0.448,0.428,0.44,0.442,0.488,0.45,0.486,0.496,0.467,0.46,0.464,0.482,0.475,0.472,0.465,0.474,0.485,0.484,0.529,0.484,0.465,0.473,0.463,0.49,0.501,0.479,0.476,0.518,0.486,0.500,0.486
Sagat,0.362,0.416,0.414,0.42,0.384,0.396,0.39,0.457,0.416,0.423,0.427,0.476,0.447,0.46,0.529,0.462,0.435,0.466,0.482,0.479,0.477,0.495,0.476,0.491,0.512,0.489,0.458,0.488,0.487,0.506,0.469,0.522,0.514,0.500
